"ID";"ARTIST";"TITLE";"BARCODE";"UNIT";"FORMAT";"LABEL";"PRICE";"PRECISION";"DELIVERY";"STOCK";"DATE"
"DMF129LPCOL";"THE BEAT FEAT. RANKING ROGER";"PUBLIC CONFIDENTIAL (TRANSPARENT BLUE VINYL)";"5024545843460";"1";"LP";"DMF RECORDS";"1444";"0";"1";"1";"17.01.2019"
"FR CD 770";"Stephen Pearcy";"Smash";"8024391077023";"1";"CD";"Frontiers";"975";"0";"1";"1";"27.01.2017"
"52HZ002LP";"STETSON,COLIN";"ALL THIS I DO FOR GLORY";"5056032308732";"1";"LP";"52 HZ";"1272";"0";"1";"1";"28.04.2017"
"3700477829384";"JOHNNY HALLYDAY";"HELLO JOHNNY GRAVÉ  (ETCHED PINK VINYL)   RSD 19'";"3700477829384";"1";"LP";"DISQUES VOGUE";"1890";"0";"1";"1";"13.04.2019"
"RGNET1273CD";"VA";"The Rough Guide To Celtic Lullabies";"9781908025227";"1";"CD";"ROUGH GUIDE";"382";"0";"1";"2";""
"COUNT061X";"ANDREYA TRIANA";"ANDREYA TRIANA-GIANTS";"5054429001723";"1";"LP";"Ninja Tune";"866";"0";"1";"1";"04.05.2015"
"CAD3629";"DEAD CAN DANCE";"WITHIN THE REALM OF A..";"0652637362916";"1";"LP";"BBQ-4AD";"1305";"0";"1";"1";"10.11.2016"
"FARO179CD";"Various Artists";"Far Out presents Brazilian Bass";"5060211501913";"1";"CD";"Far Out";"701";"0";"1";"1";""
"DFG8728";"Magic Slim & the Teardrops";"Bad Boy";"3149028026924";"1";"CD";"DIXIEFROG";"625";"0";"1";"1";"25.09.2012"
"RGNET1284CD";"VA";"The Rough Guide To The Music Of Senegal";"9781908025371";"1";"CD";"ROUGH GUIDE";"382";"0";"1";"2";""
"1171872";"Various/SYX Ibiza";"Pacha Summer 2012";"807297191325";"1";"CD";"Embassy Of Music - Berlin";"1329";"0";"1";"1";"08.06.2012"
"DW118";"ROB";"REVENGE";"5053760040040";"1";"LP";"DEATH WALTZ RECORDIN";"2270";"0";"1";"1";"07.06.2018"
"3358366";"SERGE GAINSBOURG";"LE POINÇONNEUR DES LILAS";"3596973583666";"1";"LP";"WAGRAM";"928";"0";"1";"2";"25.10.2018"
"amlp02";"trentemoller";"the trentemoller chronicles - the album";"827170154117";"1";"LP";"audiomatique";"936";"0";"1";"1";"02.08.2007"
"BLP0037";"Vindland";"Hanter Savet";"0645789991226";"1";"CD";"BLN";"750";"0";"1";"1";"24.01.2019"
"BOHO2CD";"BRIAN MCFADDEN";"OTIS";"5053760047315";"1";"CD";"BOHO RECORDS";"816";"0";"1";"1";"14.02.2019"
"BR2008402";"Mac Donald, Rod";"This one";"4015307084024";"1";"CD";"Brambus Records";"625";"0";"1";"3";""
"2268";"Edith Piaf";"The Album";"7619943022685";"1";"CD";"Power Station";"325";"0";"1";"1";""
"RGNET1275CD";"VA";"The Rough Guide To Voodoo";"605633127522";"1";"CD";"ROUGH GUIDE";"382";"0";"1";"2";""
"SJRCD370";"VA";"Boombox 2 , Early Independent Hip Hop,Electro & Di";"5026328103709";"1";"CD";"Soul Jazz";"966";"0";"1";"1";"01.06.2017"
"OGEN84";"DANIEL O'SULLIVAN";"FOLLY (Yellow Vinyl)";"5053760046233";"1";"LP";"O GENESIS";"1342";"0";"1";"1";"05.04.2019"
"CDTRIX119";"SILENCE";"VAIN-A TRIBUTE TO A GHOST'";"3830031970235";"1";"CD";"MATRIX MUSIC";"438";"0";"1";"58";""
"VP9542";"Sylford Walker / Mighty Two";"Burn Babylon / Burning Version";"54645954273";"1";"7'";"17 NORTH PARADE";"481";"0";"1";"1";"26.07.2019"
"7708961";"GETZ,STAN";"& BILL EVANS";"602577089619";"1";"LP";"VERVE";"1384";"0";"1";"5";"22.02.2019"
"ZYX 82965-2";"VARIOUS ARTISTS";"ZYX Italo Disco Spacesynth Col";"090204656080";"1";"CD";"zyx";"766";"0";"1";"2";"05.04.2019"
"IR 011";"Matthew Sweet";"Altered Beast";"0684334915751";"1";"LP";"Intervention Records";"3538";"0";"1";"1";"14.03.2019"
"BER1169CD";"The Rembrandts";"Via Satellite";"193483276816";"1";"CD";"BLUE ELAN RECORDS";"1006";"0";"1";"4";"23.08.2019"
"SMRCD42";"MOTORHEAD";"IRON FIST -REMAST-";"5050749204226";"1";"CD";"ADA-NOISE";"585";"0";"1";"1";"11.02.2008"
"DOST677H";"ALEX NORTH";"A Streetcar Named Desire (Clear Vinyl)";"889397556778";"1";"LP";"DOL";"752";"0";"1";"2";""
"CRAW 40";"TARAF DE HAIDOUKS";"MASKARADA";"0876623005643";"1";"CD";"CRAMWORLD";"625";"0";"1";"2";""
"LO159LP";"SPACIOUSNESS";"MUSIC WITHOUT HORIZONS";"5056052708925";"1";"LP";"LO RECORDINGS";"1548";"0";"1";"1";"08.11.2018"
"WCD052";"ESTRELLAS DE AREITO";"LOS HEROES";"769233005229";"1";"CD";"WORLD CIRCUIT";"752";"0";"1";"2";"18.12.2008"
"METUS 1098LP";"LORDS OF ACID";"FARSTUCKER (2LP/GTF./LTD. SPECIAL EDITION)";"782388109819";"2";"LP";"METROPOLIS RECORDS";"1312";"0";"1";"1";""
"FOL060";"DRIFTWOOD FAIRYTALES, THE";"PHANTOMS";"4260281741580";"1";"CD";"CODE 7 - FOND OF LIFE RECORDS";"838";"0";"1";"1";""
"CREA1CD";"Crea";"Dwarves & Penguins";"7320470238608";"1";"CD";"CREA";"688";"0";"1";"1";"29.03.2019"
"XMR143LP";"MCGOWAN,SEAN";"SON OF THE SMITH";"5056032313651";"1";"LP";"XTRA MILE RECORDINGS";"1239";"0";"1";"1";"11.05.2018"
"WCD19";"EIDE, KHALIFA OULD & DIMI";"MOORISH MUSIC FROM..";"5019842001927";"1";"CD";"ADA-WORLD CIRCUIT";"828";"0";"1";"3";"01.01.1990"
"BR2008342";"Oua.ch";"The essence of a deep kiss";"4015307083423";"1";"CD";"Brambus Records";"625";"0";"1";"1";""
"DLYD17LP";"MEATRAFFLE";"BASTARD MUSIC";"5053760050810";"1";"LP";"DELAYED RECORDS";"1239";"0";"1";"1";"30.08.2019"
"perlon103.2";"melchior productions ltd";"meditations 4-6 (part 2)";"827170571860";"1";"12'";"perlon";"561";"0";"1";"1";"07.11.2014"
"GBLP 065";"Refree";"La Otra Mitad";"4030433606513";"1";"LP";"Glitterbeat Records";"1062";"0";"1";"4";"07.12.2018"
"VP2642";"Jah Cure";"Royal Soldier (Digipak)";"54645264228";"1";"CD";"VP";"875";"0";"1";"1";"30.08.2019"
"GBCD 052";"Jon Hassell";"Dream Theory In Malaya";"4030433605226";"1";"CD";"Glitterbeat Records";"688";"0";"1";"2";"29.09.2017"
"CRAM 118";"CRAMMED GLOBAL SOUNDCLASH";"SIX UNDERGROUND CLUB CLASSICS";"5410377001718";"1";"12'";"CRAMMED DISCS";"875";"0";"1";"2";""
"ZEN245";"JORDAN RAKEI";"WALLFLOWER";"5054429119633";"1";"LP";"Ninja Tune";"1540";"0";"1";"2";"22.09.2017"
"CRAM 267";"FAUNA TWIN";"THE HYDRA EP";"876623007609";"1";"LP";"CRAMMED DISCS";"875";"0";"1";"1";"09.07.2009"
"2259";"Royal Philharmonic Orchestra";"Famous World Hits";"7619943022593";"1";"CD";"Power Station";"325";"0";"1";"1";""
"ZEN82";"KID KOALA";"SOME OF MY BEST FRIENDS ARE DJ'S";"5021392303185";"2";"LP";"Ninja Tune";"1444";"0";"1";"1";"19.10.1999"
"2249";"V.A.";"Country Hits The Album";"7619943022494";"1";"CD";"Power Station";"325";"0";"1";"2";""
"INF-024";"DAMON WILD";"COSMIC PATH";"880319885532";"1";"LP";"INFRASTRUCTURE";"1668";"0";"1";"1";"08.12.2017"
"RGNET1271CD";"VA";"The Rough Guide To Celtic Women";"9781908025203";"1";"CD";"ROUGH GUIDE";"382";"0";"1";"2";""
"XMR120LP";"LION & THE WOLF,THE";"CARDIAC HOTEL,THE";"4015698008289";"1";"LP";"XTRA MILE";"1156";"0";"1";"1";"21.10.2016"
"CRAM 078";"RAMUNTCHO MATTA";"2 L’AMOUR";"5410377078024";"1";"CD";"CRAMMED DISCS";"625";"0";"1";"1";""
"6795376";"HANGMAN'S CHAIR";"BANLIEUE TRISTE";"602567953760";"1";"CD";"CAROLINE RECORDS";"821";"0";"1";"1";"28.09.2018"
"MRBCD050";"CORTES,LULA & ZE RAMALHO";"PAEBIRU";"5024017004023";"1";"CD";"MR BONGO";"579";"0";"1";"2";"01.01.2014"
"MED081";"VAN HOEN,MARK";"PLAYING WITH TIME";"814867027649";"1";"LP2";"MEDICAL RECORDS";"2464";"0";"1";"1";"31.08.2018"
"OLE11212";"BODY/HEAD";"NO WAVES -DIGI-";"0744861112129";"1";"CD";"BBQ-MATADOR";"928";"0";"1";"1";"10.11.2016"
"THINK104CD";"VA";"World Christmas";"605633410426";"1";"CD";"Think Global";"319";"0";"1";"2";""
"RGNET1362LP";"VA";"The Rough Guide To The Best Country Blues You've N";"605633136241";"1";"LP";"ROUGH GUIDE";"602";"0";"1";"1";""
"KSLP007";"V/A REGGAE";"101 ORANGE STREET";"5036848002604";"1";"LP";"KINGSTON SOUNDS";"1012";"0";"1";"2";"30.08.2019"
"HT449716";"NAZARETH";"RAMPANT";"4050538466188";"1";"LP";"BMG RIGHTS";"1116";"0";"1";"7";"26.04.2019"
"RGNET1194CD";"VA";"The Rough Guide To Paris";"9781906063160";"1";"CD";"ROUGH GUIDE";"382";"0";"1";"2";""
"KOMPAKT392";"FIELD,THE";"INFINITE MOMENT";"880319951732";"1";"LP";"KOMPAKT";"1490";"0";"1";"1";"21.09.2018"
"HSTSVIN006";"ABRAHAMSON,JENNIE";"REVERSERIES";"5056032307605";"1";"LP";"HOW SWEET THE SOUND";"1464";"0";"1";"1";"24.02.2017"
"DW129";"GOBLIN";"PROFONDO ROSSO";"5053760041887";"1";"LP";"DEATH WALTZ RECORDIN";"3095";"0";"1";"1";"20.09.2018"
"SIS 1173-2";"CANNED HEAT";"On The Road Again - Best Of";"090204644339";"1";"CD";"zyx/sis";"350";"0";"1";"1";"15.07.2011"
"XMR088CD";"MONGOL HORDE";"MONGOL HORDE";"5060091554344";"1";"CD";"XTRA MILE RECORDINGS";"634";"0";"1";"1";"26.05.2014"
"REWIGLP065";"THE FEELIES";"CRAZY RHYTHMS";"5034202206514";"1";"LP";"Domino Records";"1109";"0";"1";"2";"28.09.2009"
"3347116";"BILLIE HOLIDAY";"STRANGE FRUIT";"3596973471161";"1";"LP";"WAGRAM";"825";"0";"1";"1";"26.10.2017"
"MRBCD048";"VARIOUS ARTISTS";"BRAZILIAN BEATS N PIECES ** BO";"5024017003828";"1";"CD";"";"570";"0";"1";"2";"01.01.2014"
"NVP095";"Saiva";"Finnmarkens Folk";"0612608806948";"1";"CD";"NORDVISPRO";"688";"0";"1";"1";"18.01.2019"
"bec5156306";"mmoths";"deu- 10' -  Limited RSD 2016";"5060421563060";"1";"LP";"because music";"655";"0";"1";"1";"16.04.2016"
"OPPONO11LP";"OLYMPIA";"FLAMINGO";"5053760048633";"1";"LP";"";"1445";"0";"1";"2";"05.07.2019"
"TB6027";"BILL LASWELL AND FRIENDS";"Deconstruction Of The 80S";"0889397106027";"2";"LP";"TIGER BAY";"1505";"0";"1";"1";""
"CRAM 097";"SANDY DILLON & HECTOR ZAZOU";"LAS VEGAS IS CURSED";"5410377000773";"1";"CD";"CRAMMED DISCS";"625";"0";"1";"2";""
"HT096962";"NAZARETH";"LOUD N PROUD";"4050538467079";"1";"LP";"BMG RIGHTS";"1116";"0";"1";"2";"26.04.2019"
"CRAM 144";"AKRON FAMILY";"SET 'EM WILD, SET 'EM FREE";"876623006039";"1";"LP";"CRAMMED DISCS";"1375";"0";"1";"2";""
"MOSHILP81";"BENIN CITY";"LAST NIGHT";"5060164955825";"1";"LP";"MOSHI";"486";"0";"1";"1";"07.06.2018"
"ALCOPOP102";"ACOLLECTIVE";"PANGAEA";"5060091554443";"1";"CD";"";"626";"0";"1";"1";"21.07.2014"
"CLASSIC45003";"VARIOUS ARTISTS";"Punk - Classic 45S";"5014797894167";"10";"7' Box Set";"DEMON RECORDS";"4184";"0";"1";"1";"15.04.2016"
"FARO207LP";"Eumir Deodato - Os Cadetraticos";"Ataque";"5060211503719";"1";"LP";"Far Out";"1261";"0";"1";"1";""
"WIGCD188S";"ARCTIC MONKEYS";"FAVOURITE WORST NIGHTMARE";"5034202018841";"1";"CD";"Domino Records";"714";"0";"1";"2";"23.04.2007"
"MRBLP134";"BANDA BLACK RIO";"MARIA FUMACA";"7119691241920";"1";"LP";"";"1336";"0";"1";"8";"29.07.2016"
"FARO019CD";"V.A.";"Quartin";"5030094015128";"1";"CD";"Far Out";"701";"0";"1";"1";""
"CD11131";"TIESTO";"Asia Tour";"8715197000680";"1";"DVD";"MAGIK MUZIK";"262";"0";"1";"2";""
"ZYX 81940-2";"LATINO FESTIVAL";"Latino Love Songs Pres. By";"090204911943";"1";"CD";"zyx";"186";"0";"1";"2";"16.03.2007"
"DOL962HG";"IKE & TINA TURNER";"The Soul of Ike & Tina Turner";"0889397219628";"1";"LP";"DOL";"815";"0";"1";"1";""
"305381";"Amon Düül II";"Vive la trance";"693723053813";"1";"LP";"BMG - Berlin";"1924";"0";"1";"1";"26.10.2018"
"0032272BC";"SCHREIER,P./OLBERTZ,W.";"MEYER, E.H.- LIEDER";"782124322724";"1";"CD";"BC";"250";"0";"1";"1";"01.08.2002"
"TUGCD1057";"Bob Brozman, John McSherry & Dónal O’Connor";"Six Days In Down";"605633005721";"1";"CD";"RIVERBOAT";"425";"0";"1";"1";""
"GCR 20002-1N";"MOTÖRHEAD";"Bastards";"090204640034";"1";"LP";"zyx/gcr";"1100";"0";"1";"3";"05.07.2013"
"2291";"Maria Callas";"The Album";"4260134477918";"1";"CD";"Power Station";"325";"0";"1";"2";""
"2332";"V.A.";"Spirit Of Woodstock - The Album";"4260494433326";"1";"CD";"Power Station";"325";"0";"1";"1";""
"BDCD190";"ROOTS MANUVA";"4EVEREVOLUTION";"5021392190822";"1";"CD";"Ninja Tune";"454";"0";"1";"2";"03.10.2011"
"N012LPP";"Narnia";"Long Live The King (Picture Vinyl LP)";"7320470241011";"1";"LP";"NARNIASONG";"1500";"0";"1";"6";""
"BR1993442";"Endless Avenue";"Direction nashville";"4015307924429";"1";"CD";"Brambus Records";"625";"0";"1";"1";""
"LBJ279LP";"THE FAINT";"EGOWERK";"0648401027914";"1";"LP";"SADDLE CREEK";"1342";"0";"1";"1";"15.03.2019"
"HDBLP010";"DVA";"PRETTY UGLY";"5055300330185";"1";"LP";"HYPERDUB";"949";"0";"1";"1";""
"CD660";"OAKENFOLD PAUL";"PERFECTO LAS VEGAS";"0885012001371";"1";"CD";"NEW STATE";"348";"0";"1";"1";""
"DOL801MB";"MILES DAVIS";"Birth Of The Cool - Coloured Vinyl";"889397105464";"1";"LP";"DOL";"752";"0";"1";"1";""
"CD11121";"VARIOUS ARTISTS";"Most Rated 2009";"0826194144326";"1";"CD";"DEFECTED";"225";"0";"1";"1";""
"FARO161CD";"Sabrina Malheiros";"Dreaming";"5060211500657";"1";"CD";"Far Out";"701";"0";"1";"1";""
"MEL11";"WOMACK & WOMACK";"MISSIN' PERSONS BEREAU";"5053760036807";"1";"12'";"Melodies";"825";"0";"1";"9";"17.05.2018"
"EPIT 26686-2";"TRICKY";"Vulnerable CD+DVD";"8714092668629";"1";"CD";"Epitaph";"625";"0";"1";"1";""
"MRBLP084";"CORTES,LULA";"ROSA DE SANGUE";"711969119015";"1";"LP";"MR BONGO";"1041";"0";"1";"1";"01.01.2014"
"SMALP1157";"W.A.S.P.";"FIRST BLOOD LAST CUTS";"636551815710";"1";"LP";"Snapper";"1414";"0";"1";"3";"05.07.2019"
"COUNT118";"ODESZA";"A MOMENT APART";"5054429119152";"1";"LP";"Ninja Tune";"1444";"0";"1";"1";"08.09.2017"
"COUNTCD142";"CHROME SPARKS";"CHROME SPARKS";"5054429132243";"1";"CD";"Ninja Tune";"526";"0";"1";"1";"13.04.2018"
"EPIT 27374-1";"Motion City Soundtrack";"Panic Stations";"0045778737413";"1";"LP";"Epitaph";"1062";"0";"1";"1";""
"1147632";"Various Artists";"Schlager Party";"5680065961208";"1";"CD";"Blueline - Wiesenstieg";"769";"0";"1";"2";"21.06.2019"
"RGNET1368CD";"VA";"The Rough Guide To Scottish Folk (3rd Edition)";"605633136821";"1";"CD";"ROUGH GUIDE";"382";"0";"1";"2";""
"XMR142CD";"BRAND NEW FRIEND";"SEATBELTS FOR AEROPLANES";"5056032313569";"1";"CD";"XTRA MILE RECORDINGS";"634";"0";"1";"1";"27.04.2018"
"DFG8576";"Wyman Bill";"Just for a Thrill";"3448969254725";"1";"CD";"DIXIEFROG";"625";"0";"1";"1";"04.09.2006"
"RGNET1298CD";"Lemon Jefferson";"The Rough Guide To Blind Lemon Jefferson (Reborn a";"605633129823";"1";"CD";"ROUGH GUIDE";"382";"0";"1";"2";""
"ZEN211";"THE BUG";"ANGELS & DEVILS";"5021392904368";"1";"LP";"Ninja Tune";"1444";"0";"1";"1";"25.08.2014"
"VR12108";"Reverend Bea Man And";"Blues Trash";"7640148982733";"1";"LP";"Voodoo Rhythm Records";"1331";"0";"1";"2";"06.01.2018"
"CRAM 261";"KONONO N°1";"KONONO N°1 MEETS BATIDA";"0876623007340";"1";"CD";"CRAMMED DISCS";"625";"0";"1";"1";"09.07.2009"
"GRAVE152LP";"APPLESEED CAST,THE";"FLEETING LIGHT OF IMPERMANENCE";"643157446675";"1";"LP";"GRAVEFACE RECORDS &";"1846";"0";"1";"2";"13.09.2019"
"BLOD017CD";"Katatonia";"Dance of December Souls";"6663666000179";"1";"CD";"BLACKLODGE";"625";"0";"1";"1";"27.10.2004"
"LITA159LP";"ACETONE";"1992-2001";"826853015912";"1";"LP";"LIGHT IN THE ATTIC";"2522";"0";"1";"1";"25.01.2019"
"FR BR 618";"Ted Nugent";"Ultralive Ballisticrock";"8024391061886";"1";"BRD";"Frontiers";"1410";"0";"1";"1";"21.10.2013"
"MTM 4";"PETER PRINCIPLE";"SEDIMENTAL JOURNEY";"876623005766";"1";"CD";"MADE TO MEASURE";"625";"0";"1";"1";""
"FOF164LP";"Anenon";"Tongue";"634457850415";"1";"LP";"FRIENDS OF FRIENDS";"1384";"0";"1";"3";"09.02.2018"
"SNDWLP013";"PANAMA VOLUME 2 - LATIN S";"PANAMA VOLUME 2";"893775001514";"1";"LP";"SOUNDWAY";"1288";"0";"1";"1";"22.06.2009"
"ZENCD202X";"BONOBO";"THE NORTH BORDERS TOUR. - LIVE";"5021392846132";"2";"CD+DVD";"Ninja Tune";"619";"0";"1";"3";"06.10.2014"
"ZYX 20823-2";"GOGH, NIELS VAN";"The Remix Album";"090204816149";"1";"CD";"zyx";"249";"0";"1";"1";"14.09.2007"
"METALP11";"ONEMIND";"ONEMIND PRESENTS ONEMIND";"5053760037729";"1";"LP";"Metalheadz";"1238";"0";"1";"1";"17.05.2018"
"3727626";"WOODKID";"GOLDEN AGE, THE";"602537276264";"1";"CD";"ISLAND";"636";"0";"1";"1";"15.03.2013"
"CD680";"VARIOUS ARTISTS";"KARAVAN - GLOBAL GROOVES & SPIRITUAL HOU";"4260036280777";"1";"CD";"CLUBSTAR";"322";"0";"1";"2";""
"FR CD 626";"Benedictum";"Obey";"8024391062623";"1";"CD";"Frontiers";"538";"0";"1";"1";"17.03.2015"
"TUGCD1054";"Samba Toure";"Songhai Blues";"605633005424";"1";"CD";"RIVERBOAT";"425";"0";"1";"1";""
"1543";"Jeff Beck";"Live From Japan";"4260134475433";"1";"LP";"Power Station";"1031";"0";"1";"1";""
"CD827";"TIESTO";"KALEIDOSCOPE REMIXED";"5414939066122";"1";"CD";"PIAS";"272";"0";"1";"1";""
"ZEN80X";"BONOBO";"DIAL 'M' FOR MONKEY";"5054429132298";"1";"LP";"Ninja Tune";"1444";"0";"1";"3";"09.06.2003"
"CBOY 1414";"TUXEDOMOON";"THE GHOST SONATA";"876623005025";"1";"CD";"CRAMBOY";"625";"0";"1";"3";""
"OPT4-033";"CIGARETTES,THE";"YOU WERE SO YOUNG";"604565340719";"1";"LP2";"OPTIC NERVE RECORDIN";"1895";"0";"1";"1";"20.09.2019"
"NB2827-2";"SABATON";"Carolus rex";"727361282721";"1";"CD";"Nuclear Blast";"625";"0";"1";"1";"25.05.2012"
"CRAW 45";"KONONO N°1";"LIVE AT COULEUR CAFÉ";"876623005728";"1";"CD";"CRAMWORLD";"625";"0";"1";"3";""
"DMF132LP";"SOUND OF THE SIRENS";"THIS TIME";"5024545843064";"1";"LP";"DMF RECORDS";"1340";"0";"1";"1";"17.01.2019"
"1766";"Ohrwürmer";"Weihnachts Hits";"4260134477666";"1";"CD";"Power Station";"325";"0";"1";"2";""
"RZR-39389-01";"LOW ANTHEM";"EYELAND";"888072393899";"1";"LP";"7358 RAZOR & TIE";"861";"0";"1";"1";"08.06.2016"
"ALNLP47";"CHAOUCHE";"SAFE";"5060391091600";"1";"LP";"LATE NIGHT TALES";"1340";"0";"1";"1";"07.06.2018"
"GCR 20042-1";"U.D.O.";"Mastercutor - Alive";"090204727841";"1";"LP";"zyx/gcr";"1350";"0";"1";"1";"05.07.2013"
"19029691170";"SIGUR ROS";"LUNAR HALO 22 -LTD/HQ-";"0190296890505";"1";"LP";"ADA-KRUNK";"1620";"0";"1";"1";"09.08.2019"
"TUGLP1070";"Debashish Bhattacharya & Friends";"Beyond The Ragasphere";"605633007046";"1";"LP";"RIVERBOAT";"602";"0";"1";"2";""
"XMR137CD";"GET CAPE. WEAR CAPE. FLY";"YOUNG ADULT";"5056032312326";"1";"CD";"XTRA MILE RECORDINGS";"634";"0";"1";"1";"19.01.2018"
"IKMME01LP";"MODERN ENGLISH";"TAKE ME TO THE TREES";"5056032306332";"1";"LP";"INKIND MUSIC";"1125";"0";"1";"1";"24.02.2017"
"DFG8555";"Gonzales Tino";"Nuke the World";"3448969239722";"1";"CD";"DIXIEFROG";"625";"0";"1";"1";"04.09.2006"
"3105";"Ohrwürmer KIDS – Die schönsten Spieluhrmelodien";"Die schönsten Spieluhrmelodien";"4260494431056";"1";"CD";"Power Station";"325";"0";"1";"2";""
"TSCD941";"Freak Kitchen";"Appetizer";"5708908194122";"1";"CD";"Thunderstruck";"625";"0";"1";"1";"04.04.2014"
"HDBLP034";"DVA [HI:EMOTIONS]";"NOTU_URONLINEU";"5055300386687";"1";"LP";"HYPERDUB";"842";"0";"1";"1";""
"OH 004 CD";"Various";"African Rebel Music - Roots Reggae & Dancehall";"880918082622";"1";"CD";"Outhere Records";"500";"0";"1";"2";""
"ZYX 21098-2";"MARMALADE";"All The Hits";"090204689200";"1";"CD";"zyx";"569";"0";"1";"2";"12.02.2016"
"RGNET1344CD";"VA";"The Rough Guide To Unsung Heroes Of Country Blues ";"605633134421";"1";"CD";"ROUGH GUIDE";"382";"0";"1";"2";""
"66238-2";"DIS MOI ZOUK";"MEDHY CUSTOS";"3045051201218";"1";"CD+DVD";"LUSAFRICA";"750";"0";"1";"1";""
"ZENCD229";"THE INVISIBLE";"PATIENCE";"5054429004526";"1";"CD";"Ninja Tune";"534";"0";"1";"1";"10.06.2016"
"2315";"Chuck Berry";"The Album";"4260494433159";"1";"CD";"Power Station";"325";"0";"1";"2";""
"NVP077";"Skogen";"Skuggorna Kallar";"7320470231906";"1";"CD";"NORDVISPRO";"688";"0";"1";"1";"25.05.2018"
"GBLP 017";"Fofoulah";"Fofoulah";"4030433601716";"1";"LP";"Glitterbeat Records";"1062";"0";"1";"2";"19.09.2014"
"VSP100";"Persefone";"Aathma";"7320470218884";"1";"CD";"VICISOLUMP";"688";"0";"1";"1";"24.02.2017"
"ZIR 30";"BEBEL GILBERTO";"MOMENTO";"876623005629";"1";"CD";"ZIRIGUIBOOM";"625";"0";"1";"2";""
"BDCD27778";"YOUNG FATHERS";"TAPE ONE / TAPE TWO";"5054429119619";"1";"CD";"Ninja Tune";"526";"0";"1";"1";"16.06.2017"
"TRE034CD";"Wachenfeldt";"The Interpreter";"0200000072254";"1";"CD";"THREEMANRE";"688";"0";"1";"1";"22.02.2019"
"3717108";"VELVET UNDERGROUND,THE";"FEAT. NICO (REMASTERED)";"602537171088";"1";"LP";"POLYDOR";"1289";"0";"1";"2";"26.10.2012"
"3079";"V.A.";"Merry Christmas- 36 Christmas Songs";"4260494430790";"1";"CD";"Power Station";"275";"0";"1";"2";""
"GHOSTF001CD";"Krister Linder";"Across The Never";"7071245388744";"1";"CD";"GHOSTFRIEN";"688";"0";"1";"1";"12.04.2019"
"SJRLP103";"VA";"Studio One Disco Mix";"5026328001036";"2";"LP";"Soul Jazz";"1830";"0";"1";"2";"01.11.2004"
"KSCOPE1029";"GONG";"REJOICE! I`M DEAD!";"802644802916";"1";"LP";"Snapper";"1414";"0";"1";"1";"14.06.2019"
"VIO-025";"MICHAEL HEAD AND THE RED ELAST";"ADIOS SENOR PUSSYCAT";"666017319919";"1";"LP";"VIOLETTE RECORDS";"1548";"0";"1";"1";"01.10.2017"
"TWM04";"FUNKADELIC";"LIVE - MEADOWBROOK, ROCHESTER,";"041898188814";"1";"LP";"TIDAL WAVES MUSIC";"2306";"0";"1";"2";"01.10.2017"
"KING056CD";"Hellacopters Rockabilly Tribute";"Dancing On Your Graves";"5553555000568";"1";"CD";"WILDKINGDO";"312";"0";"1";"1";"24.09.2010"
"CR001CD";"ANDREA BENINI";"DRUMPHILIA VOL. 1";"4260547941075";"1";"CD";"Cristalline";"469";"0";"1";"1";"22.06.2018"
"IHR 143";"AMENOPHIS (SWE)";"DEMOS 1991 - 1992 (VINYL)";"7350006763090";"1";"LP";"I HATE RECORDS";"788";"0";"1";"1";""
"EPIT 27593-2";"Pennywise";"Never Gonna Die";"8714092759327";"1";"CD";"Epitaph";"781";"0";"1";"1";""
"HZN106";"ARTILECT";"BLACK FIRE EP";"666017326566";"1";"12'";"HORIZONS MUSIC";"606";"0";"1";"1";"31.08.2018"
"ALCOPOP114";"BRAWLERS";"ROMANTIC ERRORS OF OUR YOUTH";"5060091557147";"1";"CD";"";"626";"0";"1";"1";"06.04.2015"
"02378-2";"VASCO MARTINS";"4 SYMPHONIES";"3567250237824";"1";"CD";"LUSAFRICA";"500";"0";"1";"1";""
"ARA01CD";"SANTIAGO QUARTET";"LANGUAGE OF THE HEART";"5056032312906";"1";"CD";"ARRASTRE RECORDS";"634";"0";"1";"1";"09.03.2018"
"SLANG50099LP";"Gold Panda";"Good Luck And Do Your Best (LP+MP3)";"4250506816575";"1";"LP";"CITY SLANG";"892";"0";"1";"2";"18.01.2019"
"DUB9CD";"DREADZONE";"SOUND";"5060243328267";"1";"CD";"ROM";"689";"0";"1";"1";""
"4029759117841";"DIE DUNKELEN KLIPPEN";"Dragons-Hoerspiel";"4029759117841";"1";"CD";"";"312";"0";"1";"6";""
"smallville46";"moomin";"aquarama -2018 Repress in black double hole sleeve";"827170615762";"1";"LP";"smallville";"561";"0";"1";"1";"27.11.2015"
"BF061X";"LAPALUX";"RUINISM";"5054429119398";"1";"LP";"Ninja Tune";"1732";"0";"1";"1";"28.07.2017"
"MRBCD188";"CELIA";"CELIA";"7119691257723";"1";"CD";"MR BONGO";"634";"0";"1";"3";"22.03.2019"
"3784881";"ROXY MUSIC";"AVALON";"602537848812";"1";"LP";"VIRGIN";"1289";"0";"1";"1";"21.07.2017"
"PRD74381";"The Kenny Wayne Shepherd Band";"Goin' Home (180gr 2LP)";"819873010913";"1";"LP";"Mascot";"1125";"0";"1";"1";"02.05.2014"
